DeviceName,Dew_Point,Indoor_Humidity,Indoor_Temperature,Outdoor_Humidity,Outdoor_Temperature,Discharge_Pressure,Discharge_Temperature,kW,Power_Factor,Volts_Line_to_Line,Volts_Line_to_Neutral
store0010-RackA,47.71,40.1,72.72,,85.53,221.1,,36.4,0.73,583.4,336.6
store0010-RackA,47.71,40.1,72.72,,85.53,221.1,,35.2,0.72,583.6,336.7
store0010-RackA,46.83,40.1,72.72,,85.62,215.3,,45.9,0.73,581.4,335.4
store0010-RackA,46.83,38.82,72.75,,85.62,221.9,,43.4,0.71,582.1,335.9
store0010-RackA,47.14,38.85,72.75,,85.68,209.2,,37.4,0.74,582.5,336.2
store0010-RackA,47.25,38.85,72.75,,85.68,209.2,,36.1,0.74,583.1,336.4
store0010-RackA,46.58,38.44,72.75,,85.73,219.1,,40.5,0.68,582.9,336.3
store0010-RackA,46.58,38.44,72.75,,85.77,217.8,,41.1,0.69,581.9,335.7
store0010-RackA,46.58,38.44,72.75,,85.77,217.8,,32.3,0.71,581.8,335.7
store0010-RackA,46.54,38.44,72.75,,85.77,217.8,,27.5,0.76,584.5,337.3
store0010-RackA,46.54,38.02,72.81,,85.82,212.5,,43.6,0.71,582.1,335.8
store0010-RackA,46.81,38.02,72.81,,85.82,212.5,,43.9,0.71,582.2,335.9
store0010-RackA,46.81,38.04,72.81,,85.86,226.9,,52.5,0.76,582.3,335.9
store0010-RackA,47.03,38.04,72.81,,85.86,239.1,,39.1,0.75,582.7,336.1
store0010-RackA,47.03,38.04,72.81,,85.86,239.1,,57.7,0.73,579.3,334.2
store0010-RackA,47.03,38.04,72.81,,85.86,239.1,,48.9,0.68,580.8,335.0
store0010-RackA,47.03,38.04,72.81,,85.86,197.0,,44.8,0.72,581.6,335.5
store0010-RackA,46.45,37.77,72.81,,85.86,194.9,,35.8,0.73,582.0,335.8
store0010-RackA,46.94,39.05,72.81,,85.86,191.6,,45.6,0.73,581.6,335.5
store0010-RackA,47.1,39.05,72.81,,85.44,196.0,,44.4,0.72,580.3,334.8
store0010-RackA,47.1,39.05,72.81,,85.3,196.3,,43.0,0.71,579.0,334.0
store0010-RackA,47.1,39.05,72.81,,85.3,193.8,,34.7,0.72,581.0,335.2
store0010-RackA,47.41,39.05,72.9,,85.3,193.8,,34.4,0.71,586.3,338.3
store0010-RackA,47.21,39.05,72.9,,85.26,197.2,,44.1,0.71,585.5,337.8
store0010-RackA,47.46,39.52,72.84,,85.26,202.5,,43.5,0.7,586.7,338.4
store0010-RackA,47.88,39.52,72.84,,85.26,227.2,,35.1,0.71,587.5,338.9
store0010-RackA,47.89,39.5,72.84,,85.26,223.9,,35.5,0.71,587.8,339.1
store0010-RackA,48.09,40.08,72.84,,85.26,231.7,,44.3,0.7,586.1,338.1
store0010-RackA,48.09,40.08,72.84,,85.26,231.7,,45.2,0.71,586.1,338.1
store0010-RackA,48.06,39.67,72.84,,85.26,233.0,,44.5,0.7,586.5,338.3
store0010-RackA,48.06,39.7,72.84,,85.26,235.2,,49.3,0.74,586.1,338.1
store0010-RackA,47.75,39.2,72.95,,85.26,242.4,,48.7,0.74,585.9,338.0
store0010-RackA,48.33,40.35,73.04,,85.26,246.6,,48.1,0.73,584.9,337.4
store0010-RackA,48.04,40.38,73.09,,85.59,241.3,,48.1,0.73,585.4,337.8
store0010-RackA,48.65,40.18,73.09,,85.59,239.4,,48.0,0.73,586.5,338.4
store0010-RackA,48.65,40.18,73.09,,85.59,239.4,,46.5,0.72,586.4,338.3
store0010-RackA,48.15,39.87,73.09,,85.59,227.7,,45.6,0.71,585.1,337.6
store0010-RackA,48.15,39.9,73.09,,85.59,222.1,,44.1,0.71,584.6,337.3
store0010-RackA,48.29,39.9,73.09,,85.59,228.1,,43.6,0.7,585.0,337.5
store0010-RackA,48.49,40.68,73.09,,85.59,224.7,,44.1,0.71,584.3,337.1
store0010-RackA,48.47,40.4,73.09,,85.59,222.8,,37.5,0.74,586.0,338.0
store0010-RackA,48.74,40.4,73.09,,85.59,215.6,,37.8,0.74,586.3,338.2
store0010-RackA,48.74,40.4,73.09,,85.59,215.6,,54.4,0.76,584.1,336.9
store0010-RackA,48.74,40.4,73.09,,85.59,247.2,,61.9,0.74,582.4,335.9
store0010-RackA,48.74,40.4,73.09,,85.59,251.9,,61.0,0.74,583.0,336.3
store0010-RackA,48.34,40.2,73.18,,85.59,253.1,,61.2,0.74,583.3,336.5
store0010-RackA,47.98,39.55,73.13,,85.59,256.4,,60.5,0.73,583.4,336.5
store0010-RackA,48.36,39.55,73.13,,85.59,254.4,,59.9,0.73,583.7,336.7
store0010-RackA,48.36,39.55,73.13,,85.59,254.4,,60.9,0.74,583.2,336.5
store0010-RackA,48.36,39.55,73.13,,85.59,254.4,,59.9,0.73,582.8,336.2
store0010-RackA,48.36,40.48,73.13,,85.59,254.7,,59.2,0.73,582.9,336.2
store0010-RackA,48.52,40.48,73.22,,85.59,251.3,,59.2,0.73,581.7,335.6
store0010-RackA,48.42,40.48,73.22,,85.59,249.1,,58.5,0.73,581.8,335.7
store0010-RackA,48.42,40.48,73.22,,85.59,251.7,,58.6,0.72,582.6,336.2
store0010-RackA,48.4,40.48,73.22,,85.59,244.5,,51.0,0.75,582.9,336.3
store0010-RackA,48.4,40.48,73.22,,85.59,243.6,,47.9,0.73,584.5,337.3
store0010-RackA,47.86,40.48,73.27,,85.59,243.6,,45.4,0.71,584.8,337.4
store0010-RackA,47.86,40.48,73.27,,85.91,237.8,,44.9,0.71,584.6,337.2
store0010-RackA,47.86,40.48,73.27,,85.91,233.1,,48.9,0.74,583.9,336.9
store0010-RackA,47.86,40.48,73.27,,85.91,238.5,,49.7,0.74,583.2,336.4
store0010-RackA,47.93,40.48,73.27,,85.91,238.3,,49.6,0.74,584.2,337.0
store0010-RackA,48.38,39.98,73.27,,85.91,240.8,,49.4,0.74,583.6,336.7
store0010-RackA,48.38,39.98,73.27,,85.91,240.8,,49.4,0.74,583.3,336.5
store0010-RackA,47.7,39.98,73.27,,85.91,239.6,,57.1,0.72,583.0,336.3
store0010-RackA,47.57,39.32,73.27,,85.91,244.2,,56.8,0.72,582.3,336.0
store0010-RackA,47.8,38.82,73.27,,85.68,243.3,,49.7,0.74,583.4,336.5
store0010-RackA,47.8,39.3,73.33,,85.68,237.7,,45.5,0.72,583.8,336.8
store0010-RackA,47.8,39.4,73.33,,85.62,237.5,,48.8,0.74,582.6,336.0
store0010-RackA,47.8,39.35,73.33,,85.62,237.5,,47.4,0.72,583.6,336.8
store0010-RackA,47.8,39.35,73.33,,85.62,237.5,,45.5,0.72,583.7,336.7
store0010-RackA,48.22,39.35,73.33,,85.62,234.2,,42.3,0.69,584.1,337.1
store0010-RackA,48.22,39.82,73.33,,85.62,232.7,,45.2,0.72,584.8,337.4
store0010-RackA,48.22,39.82,73.33,,85.62,234.6,,46.3,0.72,584.9,337.4
store0010-RackA,48.27,39.8,73.33,,85.41,233.6,,46.4,0.72,585.0,337.5
store0010-RackA,48.07,39.8,73.33,,85.35,237.2,,47.0,0.73,584.6,337.3
store0010-RackA,48.07,39.12,73.36,,85.35,193.4,,42.6,0.69,585.5,337.8
store0010-RackA,48.07,39.12,73.36,,85.35,193.4,,35.4,0.72,584.8,337.4
store0010-RackA,48.31,39.12,73.36,,85.35,199.2,,36.7,0.72,584.9,337.5
store0010-RackA,48.31,39.12,73.36,,85.5,199.2,,45.1,0.71,586.2,338.2
store0010-RackA,48.56,39.12,73.36,,85.5,206.3,,47.2,0.72,585.4,337.7
store0010-RackA,48.67,40.3,73.45,,85.5,211.6,,46.4,0.72,585.1,337.5
store0010-RackA,48.67,40.3,73.51,,85.77,220.5,,37.2,0.73,586.0,338.1
store0010-RackA,48.67,40.3,73.51,,85.77,220.5,,36.7,0.73,586.7,338.6
store0010-RackA,48.69,40.28,73.42,,85.86,220.5,,46.0,0.71,584.7,337.3
store0010-RackA,48.69,40.28,73.42,,85.86,223.5,,46.5,0.73,583.8,336.9
store0010-RackA,48.88,40.03,73.42,,85.86,223.6,,46.1,0.72,583.5,336.7
store0010-RackA,48.79,40.6,73.42,,85.86,223.6,,36.2,0.72,584.7,337.3
store0010-RackA,48.87,40.75,73.42,,85.82,217.5,,36.1,0.72,584.9,337.4
store0010-RackA,49.14,40.78,73.42,,85.82,207.4,,45.4,0.71,584.5,337.2
store0010-RackA,49.14,40.78,73.42,,85.82,207.4,,45.7,0.72,583.8,336.8
store0010-RackA,48.6,40.78,73.42,,85.82,219.7,,36.3,0.73,584.0,337.0
store0010-RackA,48.6,40.78,73.42,,86.05,214.9,,36.1,0.73,583.3,336.6
store0010-RackA,48.81,40.78,73.56,,86.09,212.7,,36.6,0.73,583.7,336.8
store0010-RackA,48.81,40.78,73.56,,86.0,215.0,,44.2,0.71,584.1,337.1
store0010-RackA,48.7,40.78,73.56,,85.96,211.1,,34.7,0.71,583.9,336.9
store0010-RackA,48.7,40.78,73.56,,85.96,212.0,,35.4,0.72,585.3,337.8
store0010-RackA,48.7,40.78,73.56,,85.96,212.0,,35.5,0.71,585.9,338.0
store0010-RackA,48.76,40.23,73.56,,85.96,201.7,,43.4,0.71,583.4,336.6
store0010-RackA,48.76,40.23,73.56,,85.96,216.9,,36.2,0.72,585.1,337.6
store0010-RackA,48.76,40.18,73.56,,85.96,217.4,,36.5,0.73,586.0,338.1
store0010-RackA,48.76,40.18,73.56,,85.96,212.2,,43.8,0.7,583.4,336.6
store0010-RackA,48.76,40.18,73.56,,85.96,214.5,,43.3,0.71,582.5,336.2
store0010-RackA,48.78,40.18,73.56,,85.96,235.0,,42.1,0.76,583.8,336.9
store0010-RackA,48.78,40.18,73.56,,85.96,235.0,,47.0,0.72,583.5,336.7
store0010-RackA,48.43,40.0,73.56,,85.96,233.8,,54.8,0.71,582.6,336.2
store0010-RackA,48.43,40.0,73.56,,85.96,235.6,,48.7,0.67,583.4,336.6
store0010-RackA,48.43,40.0,73.6,,85.96,197.5,,38.7,0.75,584.3,337.1
store0010-RackA,48.43,40.98,73.6,,85.96,202.2,,39.0,0.75,585.2,337.6
store0010-RackA,48.99,40.98,73.6,,85.96,208.8,,45.8,0.72,584.3,337.0
store0010-RackA,48.83,40.98,73.6,,86.2,208.8,,37.1,0.72,585.6,337.8
store0010-RackA,48.83,40.98,73.6,,86.2,208.8,,36.4,0.73,585.1,337.5
store0010-RackA,48.61,40.98,73.6,,86.2,220.6,,35.7,0.72,583.8,336.8
store0010-RackA,48.61,39.67,73.6,,86.23,221.4,,51.2,0.68,581.5,335.5
store0010-RackA,48.42,39.67,73.6,,86.32,227.7,,43.8,0.7,583.9,336.9
store0010-RackA,48.63,39.67,73.6,,86.29,218.0,,37.9,0.74,583.8,336.8
store0010-RackA,48.0,39.67,73.6,,86.29,217.7,,37.4,0.74,584.6,337.2
store0010-RackA,48.0,39.67,73.6,,86.29,208.9,,44.4,0.7,584.1,337.0
store0010-RackA,48.0,39.67,73.65,,86.29,208.9,,37.0,0.73,584.7,337.3
store0010-RackA,48.45,39.77,73.65,,86.29,216.3,,43.6,0.69,585.0,337.5
store0010-RackA,48.45,39.77,73.71,,86.29,218.8,,35.4,0.71,586.1,338.1
store0010-RackA,48.45,39.77,73.71,,86.29,232.5,,50.3,0.75,584.2,337.0
store0010-RackA,48.45,39.77,73.71,,86.29,235.8,,49.4,0.74,584.0,337.0
store0010-RackA,48.45,39.72,73.71,,86.29,232.8,,49.2,0.74,583.7,336.8
store0010-RackA,48.45,39.72,73.71,,86.29,232.8,,48.2,0.73,584.5,337.3
store0010-RackA,48.85,39.72,73.71,,86.29,232.8,,47.6,0.73,583.8,336.8
store0010-RackA,48.58,39.72,73.8,,86.29,229.5,,47.6,0.73,583.8,336.8
store0010-RackA,48.72,39.72,73.74,,86.29,230.2,,54.8,0.71,581.5,335.5
store0010-RackA,48.92,39.72,73.74,,86.29,237.4,,54.7,0.71,581.4,335.5
store0010-RackA,48.92,39.72,73.74,,86.29,234.9,,48.3,0.74,581.8,335.8
store0010-RackA,48.92,40.48,73.74,,86.29,230.0,,47.3,0.73,582.5,336.0
store0010-RackA,48.92,40.48,73.74,,86.29,230.0,,49.0,0.74,582.6,336.1
store0010-RackA,49.03,40.48,73.83,,86.29,241.1,,48.2,0.73,582.9,336.4
store0010-RackA,49.05,40.48,73.83,,86.29,246.7,,57.4,0.73,581.8,335.6
store0010-RackA,49.12,40.48,73.83,,86.29,246.7,,49.4,0.73,582.8,336.2
store0010-RackA,49.12,40.48,73.83,,86.38,243.1,,49.0,0.74,582.6,336.1
store0010-RackA,48.9,40.48,73.83,,86.38,244.1,,49.8,0.74,582.6,336.1
store0010-RackA,48.9,39.98,73.83,,86.38,248.3,,51.1,0.75,582.3,335.9
store0010-RackA,48.9,39.98,73.83,,86.38,248.3,,57.9,0.73,580.8,335.1
store0010-RackA,48.9,39.7,73.89,,86.38,249.7,,49.8,0.75,581.5,335.5
store0010-RackA,48.9,39.7,73.89,,86.38,226.6,,50.9,0.75,581.8,335.6
store0010-RackA,48.9,39.7,73.89,,86.41,228.6,,50.3,0.74,582.7,336.2
store0010-RackA,48.67,39.7,73.89,,86.41,228.9,,50.7,0.74,581.7,335.6
store0010-RackA,48.67,39.8,73.89,,86.41,234.6,,51.4,0.75,582.2,335.9
store0010-RackA,48.67,39.8,73.89,,86.41,238.9,,50.8,0.74,582.3,335.9
store0010-RackA,48.36,38.79,73.89,,86.41,238.9,,57.9,0.72,582.4,335.9
store0010-RackA,48.36,39.42,73.89,,86.41,238.9,,56.8,0.72,582.2,335.9
store0010-RackA,48.16,38.92,73.89,,86.41,246.1,,49.2,0.74,582.1,336.0
store0010-RackA,48.16,39.32,73.89,,86.41,245.3,,49.3,0.74,582.2,335.9
store0010-RackA,48.16,39.4,73.89,,86.41,239.4,,49.4,0.74,581.8,335.7
store0010-RackA,48.16,39.4,73.89,,86.41,239.4,,48.7,0.74,583.3,336.5
store0010-RackA,48.16,39.4,73.89,,86.41,239.4,,48.2,0.73,582.4,336.0
store0010-RackA,48.16,39.1,73.89,,86.41,246.3,,49.3,0.74,581.9,335.7
store0010-RackA,48.16,38.95,73.89,,86.41,241.9,,49.2,0.74,582.6,336.1
store0010-RackA,47.95,38.82,73.89,,86.41,242.2,,48.0,0.72,583.7,336.7
store0010-RackA,48.18,39.12,73.89,,86.41,243.0,,48.8,0.74,581.7,335.6
store0010-RackA,47.82,39.12,73.89,,86.41,243.0,,57.0,0.72,581.7,335.6
store0010-RackA,47.82,38.85,73.89,,86.41,247.4,,57.2,0.72,582.1,335.8
store0010-RackA,47.82,38.85,73.89,,86.41,247.4,,48.9,0.74,582.7,336.1
store0010-RackA,48.02,38.34,73.89,,86.41,247.4,,49.2,0.74,582.6,336.1
store0010-RackA,47.91,38.34,73.89,,86.41,242.0,,49.0,0.74,582.6,336.1
store0010-RackA,47.89,38.34,73.89,,86.41,242.0,,48.6,0.74,584.0,336.9
store0010-RackA,47.97,38.52,73.89,,86.47,240.0,,47.0,0.72,584.6,337.2
store0010-RackA,48.04,38.52,73.89,,86.47,238.1,,48.4,0.74,583.1,336.4
store0010-RackA,47.93,38.52,73.89,,86.47,240.5,,48.5,0.74,583.6,336.7
store0010-RackA,47.93,38.52,73.89,,86.47,240.5,,48.8,0.74,583.6,336.7
store0010-RackA,47.84,38.77,73.89,,86.47,239.1,,47.5,0.73,583.1,336.3
store0010-RackA,47.84,38.64,73.89,,86.47,239.6,,48.1,0.73,583.7,336.7
store0010-RackA,47.84,38.62,73.89,,86.47,241.3,,47.0,0.72,582.8,336.3
store0010-RackA,47.43,38.32,73.89,,86.47,237.7,,46.9,0.73,582.6,336.1
store0010-RackA,47.52,38.54,73.89,,86.47,238.8,,47.3,0.73,583.3,336.5
store0010-RackA,47.64,38.54,73.89,,86.52,236.6,,47.2,0.73,582.6,336.1
store0010-RackA,47.64,38.54,73.89,,86.52,236.6,,48.0,0.74,582.7,336.2
store0010-RackA,47.55,38.54,73.6,,86.52,236.6,,48.1,0.74,583.3,336.5
store0010-RackA,47.41,38.12,73.6,,86.52,240.3,,48.4,0.73,583.3,336.4
store0010-RackA,47.41,38.14,73.6,,86.52,241.0,,48.1,0.74,583.5,336.6
store0010-RackA,47.16,37.82,73.6,,86.52,238.5,,48.1,0.74,581.9,335.6
store0010-RackA,47.16,37.82,73.6,,86.52,228.4,,37.5,0.74,583.6,336.7
store0010-RackA,47.16,37.82,73.6,,86.52,229.9,,47.1,0.73,582.7,336.1
store0010-RackA,47.48,38.04,73.6,,86.56,229.9,,47.0,0.72,583.7,336.7
store0010-RackA,47.1,37.54,73.65,,86.56,236.7,,47.3,0.73,581.9,335.7
store0010-RackA,46.98,37.34,73.65,,86.56,236.7,,47.5,0.72,583.4,336.5
store0010-RackA,46.98,37.36,73.71,,86.56,235.0,,47.6,0.73,583.8,336.8
store0010-RackA,46.9,37.74,73.71,,86.56,234.2,,48.4,0.74,582.0,335.8
store0010-RackA,46.9,37.74,73.71,,86.56,235.3,,47.5,0.73,583.8,336.8
store0010-RackA,46.9,37.74,73.71,,86.56,235.3,,47.7,0.73,583.9,336.9
store0010-RackA,46.9,37.74,73.71,,86.56,235.3,,46.5,0.73,583.2,336.4
store0010-RackA,47.14,37.84,73.71,,86.56,234.7,,45.9,0.72,584.0,336.9
store0010-RackA,47.14,37.84,73.71,,86.32,233.1,,47.2,0.73,584.5,337.2
store0010-RackA,47.32,37.84,73.71,,86.29,233.8,,47.0,0.72,584.8,337.3
store0010-RackA,47.17,37.84,73.71,,86.09,233.8,,46.1,0.71,584.8,337.4
store0010-RackA,47.17,37.84,73.71,,86.05,233.6,,35.8,0.72,585.6,337.8
store0010-RackA,47.17,37.84,73.71,,86.05,233.6,,35.6,0.72,584.2,337.0
store0010-RackA,47.17,37.84,73.56,,86.14,223.5,,46.9,0.73,583.7,336.8
store0010-RackA,46.83,37.24,73.56,,86.14,231.7,,46.7,0.73,583.0,336.3
store0010-RackA,46.83,37.24,73.56,,86.0,233.0,,46.3,0.72,583.5,336.6
store0010-RackA,46.83,37.24,73.56,,85.77,236.1,,48.6,0.74,583.9,336.8
store0010-RackA,46.89,37.71,73.56,,85.73,236.1,,49.3,0.74,582.9,336.2
store0010-RackA,46.89,37.51,73.56,,85.68,237.8,,48.6,0.73,585.1,337.5
store0010-RackA,46.89,37.51,73.56,,85.68,237.8,,47.8,0.72,584.9,337.3
store0010-RackA,47.25,37.49,73.56,,85.62,218.0,,48.6,0.73,584.9,337.4
store0010-RackA,47.25,38.02,73.56,,85.62,223.3,,49.7,0.74,585.1,337.5
store0010-RackA,47.37,38.02,73.56,,85.62,231.6,,49.6,0.74,584.3,337.2
store0010-RackA,47.39,38.02,73.56,,85.62,231.6,,49.5,0.74,585.5,337.8
store0010-RackA,47.39,38.02,73.56,,85.62,231.6,,48.7,0.73,585.2,337.6
store0010-RackA,47.39,37.41,73.56,,85.62,231.6,,48.5,0.73,584.4,337.2
store0010-RackA,47.39,37.41,73.56,,85.62,231.6,,47.6,0.73,584.8,337.5
store0010-RackA,47.39,37.41,73.56,,85.59,231.6,,47.1,0.72,585.6,337.9
store0010-RackA,47.62,37.41,73.56,,85.53,231.6,,48.1,0.73,585.1,337.6
store0010-RackA,47.35,37.79,73.56,,85.44,234.9,,48.5,0.73,584.4,337.3
store0010-RackA,47.19,37.79,73.56,,85.5,237.5,,47.3,0.73,584.6,337.3
store0010-RackA,46.67,37.79,73.56,,85.5,235.5,,48.5,0.73,586.0,338.1
store0010-RackA,46.67,37.79,73.56,,85.5,235.5,,48.3,0.73,584.8,337.4
store0010-RackA,46.85,36.74,73.56,,85.41,235.5,,48.1,0.73,584.7,337.3
store0010-RackA,46.85,36.74,73.56,,85.35,236.4,,47.6,0.72,585.1,337.5
store0010-RackA,46.69,36.74,73.56,,85.35,236.4,,47.6,0.73,585.2,337.5
store0010-RackA,46.63,36.74,73.56,,85.3,236.3,,48.4,0.73,585.1,337.5
store0010-RackA,46.71,36.74,73.56,,85.3,235.2,,47.3,0.72,585.3,337.6
store0010-RackA,46.71,36.74,73.56,,85.26,237.0,,47.6,0.73,584.7,337.4
store0010-RackA,46.71,36.74,73.56,,85.26,237.0,,47.8,0.72,584.7,337.4
store0010-RackA,47.03,36.74,73.56,,85.26,237.0,,47.7,0.73,584.5,337.3
store0010-RackA,47.03,36.74,73.56,,85.17,237.0,,47.8,0.73,585.1,337.5
store0010-RackA,46.6,37.04,73.56,,85.17,235.8,,46.6,0.72,584.5,337.1
store0010-RackA,46.65,36.94,73.56,,85.06,233.5,,47.4,0.73,585.1,337.6
store0010-RackA,46.65,36.94,73.56,,85.06,233.5,,47.9,0.73,584.5,337.3
store0010-RackA,46.96,36.94,73.56,,85.12,233.5,,46.8,0.73,585.1,337.6
store0010-RackA,46.96,36.94,73.56,,85.12,233.5,,46.7,0.72,584.6,337.3
store0010-RackA,46.99,36.94,73.56,,85.12,232.8,,46.5,0.72,586.0,338.1
store0010-RackA,47.5,36.94,73.56,,85.12,232.8,,47.6,0.73,584.6,337.3
store0010-RackA,47.5,36.94,73.56,,85.12,232.8,,46.5,0.72,584.5,337.3
store0010-RackA,47.5,38.07,73.56,,85.12,232.8,,47.3,0.72,585.1,337.5
store0010-RackA,47.52,38.07,73.56,,85.12,232.5,,46.6,0.72,586.4,338.3
store0010-RackA,47.52,38.07,73.56,,85.12,232.5,,46.4,0.72,585.4,337.8
store0010-RackA,47.52,38.07,73.56,,85.12,232.5,,35.8,0.72,587.1,338.7
store0010-RackA,47.3,38.32,73.56,,85.12,227.8,,36.5,0.73,587.0,338.6
store0010-RackA,47.3,38.32,73.56,,85.12,220.3,,45.3,0.71,586.3,338.3
store0010-RackA,47.3,38.32,73.56,,85.12,220.3,,46.8,0.73,584.7,337.4
store0010-RackA,47.3,38.32,73.56,,85.12,234.1,,47.9,0.72,585.5,337.8
store0010-RackA,47.08,38.32,73.56,,85.03,234.1,,47.9,0.73,586.5,338.3
store0010-RackA,47.08,38.32,73.56,,85.03,232.7,,47.5,0.72,585.3,337.6
store0010-RackA,47.08,38.32,73.56,,85.03,232.7,,47.0,0.72,586.8,338.5
store0010-RackA,47.08,38.32,73.6,,85.03,232.7,,45.8,0.7,586.7,338.5
store0010-RackA,47.08,38.32,73.6,,85.03,232.7,,47.1,0.73,585.6,337.9
store0010-RackA,47.08,37.06,73.51,,85.03,227.5,,45.8,0.72,586.0,338.1
store0010-RackA,46.36,37.06,73.51,,85.03,228.6,,44.9,0.72,585.6,337.9
store0010-RackA,46.36,37.06,73.51,,85.03,228.6,,45.5,0.72,585.7,338.0
store0010-RackA,46.36,37.06,73.51,,85.03,228.6,,44.8,0.71,586.3,338.3
store0010-RackA,46.58,36.76,73.51,,85.03,228.6,,45.3,0.71,586.7,338.5
store0010-RackA,46.58,37.26,73.51,,84.94,228.6,,45.0,0.71,586.1,338.2
store0010-RackA,46.58,37.26,73.51,,84.88,226.7,,44.2,0.71,586.6,338.4
store0010-RackA,46.8,37.36,73.51,,84.79,227.2,,45.6,0.71,586.7,338.5
store0010-RackA,46.78,38.14,73.51,,84.83,227.7,,45.4,0.72,585.5,337.8
store0010-RackA,46.29,38.14,73.51,,84.83,219.1,,33.9,0.7,587.7,339.1
store0010-RackA,46.29,38.14,73.51,,84.83,219.1,,45.8,0.71,587.1,338.7
store0010-RackA,46.51,36.48,73.45,,84.83,219.5,,44.7,0.71,586.4,338.3
store0010-RackA,46.74,37.54,73.45,,84.83,228.3,,44.0,0.7,587.1,338.6
store0010-RackA,47.07,37.54,73.45,,84.83,210.9,,44.9,0.71,587.6,339.0
store0010-RackA,46.47,37.54,73.45,,84.83,212.4,,44.5,0.71,586.6,338.3
store0010-RackA,46.47,37.54,73.45,,84.83,208.3,,44.9,0.71,587.1,338.7
store0010-RackA,46.87,37.61,73.42,,84.83,208.1,,45.2,0.72,587.7,339.0
store0010-RackA,46.87,37.61,73.42,,84.83,208.1,,45.2,0.71,586.9,338.5
store0010-RackA,46.87,36.46,73.42,,84.74,209.7,,44.3,0.7,588.2,339.3
store0010-RackA,46.62,36.96,73.42,,84.7,211.6,,44.0,0.7,587.6,338.9
store0010-RackA,46.17,36.96,73.42,,84.6,210.5,,35.1,0.72,588.9,339.7
store0010-RackA,46.17,37.49,73.42,,84.6,211.7,,33.8,0.71,588.5,339.5
store0010-RackA,46.49,37.49,73.42,,84.65,222.5,,43.5,0.7,587.8,339.1
store0010-RackA,45.86,35.98,73.42,,84.65,212.8,,45.6,0.71,587.9,339.1
store0010-RackA,45.86,35.98,73.42,,84.65,212.8,,46.0,0.72,588.7,339.6
store0010-RackA,45.86,35.98,73.36,,84.65,213.0,,45.9,0.72,587.2,338.7
store0010-RackA,45.86,37.24,73.36,,84.65,213.0,,44.5,0.71,587.3,338.8
store0010-RackA,46.92,37.56,73.36,,84.65,223.0,,44.1,0.7,588.8,339.6
store0010-RackA,46.92,37.74,73.36,,84.65,213.9,,44.7,0.7,588.7,339.6
store0010-RackA,46.44,36.64,73.36,,85.21,212.7,,45.0,0.71,587.5,338.8
store0010-RackA,46.44,36.64,73.36,,85.21,212.5,,44.9,0.71,588.3,339.4
store0010-RackA,46.44,36.66,73.36,,85.21,212.5,,34.3,0.71,589.0,339.7
store0010-RackA,46.33,36.66,73.36,,85.41,215.5,,33.1,0.69,590.3,340.5
store0010-RackA,45.68,36.31,73.36,,85.44,214.1,,44.7,0.71,588.4,339.5
store0010-RackA,45.68,36.31,73.36,,85.68,214.1,,46.0,0.71,587.6,339.0
store0010-RackA,45.68,36.31,73.33,,85.73,223.8,,44.8,0.7,590.0,340.3
store0010-RackA,45.59,36.18,73.33,,85.86,223.8,,43.5,0.69,589.2,339.8
store0010-RackA,45.59,36.18,73.33,,85.86,223.8,,43.7,0.7,588.4,339.5
store0010-RackA,45.57,35.91,73.33,,85.91,220.2,,44.4,0.7,590.1,340.5
store0010-RackA,45.45,36.16,73.27,,86.05,220.0,,44.6,0.71,588.3,339.3
store0010-RackA,46.02,36.69,73.27,,85.96,221.6,,47.3,0.72,588.0,339.2
store0010-RackA,45.46,36.69,73.27,,86.09,230.3,,45.9,0.72,588.3,339.4
store0010-RackA,45.39,35.88,73.18,,86.09,230.3,,36.0,0.72,590.0,340.4
store0010-RackA,45.55,36.08,73.22,,86.29,216.9,,37.5,0.73,589.6,340.1
store0010-RackA,45.55,36.08,73.22,,86.29,216.9,,45.0,0.7,588.4,339.5
store0010-RackA,45.55,36.08,73.22,,86.29,221.4,,45.5,0.7,588.9,339.8
store0010-RackA,45.63,35.93,73.22,,86.47,223.6,,36.5,0.72,590.7,340.8
store0010-RackA,45.52,35.93,73.22,,86.52,216.7,,36.9,0.72,590.1,340.4
store0010-RackA,45.52,35.96,73.22,,86.7,216.7,,45.2,0.71,588.4,339.5
store0010-RackA,45.52,35.96,73.22,,86.79,222.8,,45.6,0.71,590.0,340.4
store0010-RackA,45.82,36.38,73.22,,86.88,217.4,,37.1,0.72,590.6,340.7
store0010-RackA,45.82,36.38,73.22,,86.88,217.4,,37.3,0.72,590.7,340.8
store0010-RackA,45.16,35.78,73.22,,86.99,216.4,,45.3,0.7,589.6,340.1
store0010-RackA,44.8,35.76,73.09,,87.03,222.4,,36.1,0.71,590.9,340.9
store0010-RackA,45.1,35.68,73.09,,87.12,218.0,,36.3,0.71,591.4,341.2
store0010-RackA,45.19,35.48,73.13,,87.22,215.8,,46.8,0.71,590.6,340.7
store0010-RackA,45.3,35.48,73.13,,87.26,215.8,,45.1,0.7,590.3,340.5
store0010-RackA,45.3,35.48,73.13,,87.26,220.6,,37.0,0.72,591.5,341.3
store0010-RackA,44.71,35.56,73.04,,87.26,220.6,,36.7,0.72,592.3,341.7
